step,objective
190,0.9578323441349907
191,0.9577660226131036
192,0.9576309409624599
193,0.9576792134307901
194,0.9576422116804698
195,0.9576328176232205
196,0.9577272839210088
197,0.957804907153876
198,0.957847609488949
199,0.9577688728701343
200,0.9577153044774392
201,0.9576573470752521
202,0.9576953822522639
203,0.9577586961090307
204,0.9578187298683821
205,0.9577776309120526
206,0.9577351095912862
207,0.9577575340874965
208,0.9576537821217097
209,0.9576985997932254
210,0.9576533752036027
211,0.9576253473815083
212,0.9577891600818422
213,0.9576794722040352
214,0.9576623371043048
215,0.9576213198743728
216,0.9577078345395078
217,0.9576837260578381
218,0.9576273609171405
219,0.9576153292208647
220,0.9576018183294838
221,0.9576125341899284
222,0.957623233138893
223,0.9576377634488281
224,0.957845757800135
225,0.9578085553599023
226,0.9578458729710803
227,0.9577595846048886
228,0.9577295029943468
229,0.9577524834819364
230,0.957771794946245
231,0.9578078325620247
232,0.9578238132396548
233,0.9577666524688543
234,0.9579155574416582
235,0.9579273704960346
236,0.9578894358330431
237,0.9578507826859034
238,0.9579086048248951
239,0.9578959926137148
240,0.9578802997566033
241,0.9579883083655166
242,0.9580095886873148
243,0.9579767724611297
244,0.9579799070184261
245,0.9579463475858925
246,0.9580296619098208
247,0.9580606013326607
248,0.9580499542176467
249,0.9580584500840871
250,0.9581044958139341
251,0.9581595765364935
252,0.9581937203990244
253,0.9581780968056639
254,0.9581179478769308
255,0.9580834014608355
256,0.9580435142755189
257,0.9579185387429414
258,0.9580446620974846
259,0.9579673356787459
260,0.9578442915066034
261,0.9577893952646899
262,0.9579209131668157
263,0.9580899325293825
264,0.9580731754357751
265,0.9579820814556813
266,0.9581399899742136
267,0.9580558035633261
268,0.9580206564363152
269,0.958125818791078
270,0.9581528046249053
271,0.9582072862362832
272,0.9581627281349578
273,0.9580747120180935
274,0.9581034593543403
275,0.9580579018295902
276,0.9580129679951519
277,0.9579613916399213
278,0.9579943704434887
279,0.9579275892774193
280,0.9579522655396031
281,0.9580757085465292
282,0.9580424700142302
283,0.9580771226209429
284,0.9579946787176883
285,0.9581571541226116
286,0.9581776182135404
287,0.9581398126073666
288,0.9581219283090504
289,0.9580936177765889
290,0.9580139344862565
291,0.9579140710485252
292,0.9579147175157514
293,0.9580351252576556
294,0.957954645693058
295,0.9580369033259738
296,0.9580169228144647
297,0.9581011285477801
298,0.9580763074485824
299,0.958119488702334
300,0.9580921853711867
301,0.9580244394127561
302,0.9580299702021365
303,0.9579780619477402
304,0.9579824882878708
305,0.9579661663467294
306,0.957950046031497
307,0.9580035426314972
308,0.9580433724141059
309,0.9580960087840933
310,0.9581683808188574
311,0.95827247699243
312,0.9582388863203629
313,0.95820088460826
314,0.9581218305256447
315,0.958137194122297
316,0.9581384932774892
317,0.9581418100536971
318,0.9581364275184447
319,0.958150082670844
320,0.958170231522233
321,0.9582549952046038
322,0.9582857056648144
323,0.9583383735271389
324,0.9582995818912111
325,0.9583291140977848
326,0.9582971648257426
327,0.9582505239449737
328,0.9583128145484918
329,0.9582809118322879
330,0.9583282819293758
331,0.958263402708023
332,0.9582937462431567
333,0.9582140518493314
334,0.9581837499801508
335,0.9583092936178785
336,0.9582957257651437
337,0.9582855351119283
338,0.9582686764335943
339,0.9582348006450835
340,0.9582035648439194
341,0.9581258674768282
342,0.9581056133522832
343,0.9581103122189146
344,0.9581375023948037
345,0.9581290913096528
346,0.9581279274288053
347,0.9581065419982903
348,0.9581014970599601
349,0.9581701313939196
350,0.9581049259296064
351,0.9581125642266758
352,0.9581257111394708
353,0.9581338492501243
354,0.9581834935686685
355,0.9581965971743828
356,0.958195169527714
357,0.958172863934271
358,0.958161991816697
359,0.9581626014646223
360,0.9581756525298103
361,0.9582410598270878
362,0.9583051137477095
363,0.958349633583877
364,0.9583594350715904
365,0.9582997347039877
366,0.9582864524454696
367,0.9582511852115962
368,0.9582895707283586
369,0.9583112164303579
370,0.9583176497329381
371,0.9583301857361124
372,0.9583545659414539
373,0.9583145041774896
374,0.9583328611074611
375,0.9582675038352955
376,0.9582402472907077
377,0.9582500467384542
378,0.9582244402829755
379,0.9582089232771995
380,0.9581790777778914
381,0.9581323019845301
382,0.9581020181236581
383,0.9581531148824574
384,0.9580959366383405
385,0.958195753118806
386,0.9582710085000211
387,0.9582581949785497
388,0.958222974428944
389,0.9582849446439927
390,0.9583370204735087
391,0.9583593447170097
392,0.9583579377831729
393,0.958328895887881
394,0.958294764721162
395,0.9582969624235751
396,0.9583341258849009
397,0.9583013201506586
398,0.9583827728501647
399,0.9583172961176685
400,0.9582841825910989
401,0.9582874588488534
402,0.9582764931697325
403,0.9582702363983412
404,0.9583242932679923
405,0.958293097335916
406,0.9583021241243609
407,0.95825572445276
408,0.9582940870148637
409,0.9581963966562715
410,0.9582127943276149
411,0.9583095701851213
412,0.9583261599580727
413,0.9582801194075828
414,0.9582854115940076
415,0.9583204122704229
416,0.9583104106622768
417,0.9583224036002036
418,0.9584299621379067
419,0.9583937216173786
420,0.9584060572936449
421,0.9584091983986327
422,0.9583391021682869
423,0.9583778542154952
424,0.9583989366901999
425,0.9584508793656441
426,0.9584202855977477
427,0.9583657147363962
428,0.9584518366609077
429,0.9583895283722614
430,0.9584264509154401
431,0.9584232159617914
432,0.9583831406046706
433,0.9584085943373843
434,0.958424613537253
435,0.9583929507168215
436,0.9583471666258604
437,0.9583526064936766
438,0.9584662294656786
439,0.9584341923638012
440,0.9584430759630437
441,0.9584662434999527
442,0.9584115819066451
443,0.9584292808664242
444,0.9584008730484589
445,0.9584146907801654
446,0.9584663309683155
447,0.9584268522906423
448,0.9585198938923408
449,0.9584639930392236
450,0.9584246218215997
451,0.9583894813084252
452,0.9583494937745803
453,0.9583151966205484
454,0.958279928792829
455,0.9583372198798025
456,0.958317349144049
457,0.9583521425382181
458,0.9582998450726669
459,0.9583225986492677
460,0.9584042833583041
461,0.9584724639559623
462,0.9584734393554231
463,0.9584682517782349
464,0.9584459305633873
465,0.9583845640862351
466,0.958365694107172
467,0.9583313804274979
468,0.9583742432852709
469,0.9583895070988205
470,0.9584365596024755
471,0.9584484717228422
472,0.9584449728046588
473,0.958467377528229
474,0.958485899364823
475,0.9584766913615993
476,0.9584297530184602
477,0.9584456234949611
478,0.9584105208471286
479,0.9583913029430257
480,0.9583692359068905
481,0.9584075331370311
482,0.9583955148460028
483,0.9583501650100619
484,0.9583303173814121
485,0.9583860158004537
486,0.9584142622452073
487,0.95841937406306
488,0.9584064598364248
489,0.9584414865169989
490,0.9583987254770083
491,0.9584093569752759
492,0.9584858207075174
493,0.9584738061704402
494,0.958488865723549
495,0.9585263782297809
496,0.9585657520763552
497,0.958578385874618
498,0.9585517923449082
499,0.9585377739726771
500,0.9585818206957072
501,0.9585358834853176
502,0.9585513114054091
503,0.9585573300537268
504,0.9585282393891714
505,0.9585351262153713
506,0.9585503723868973
507,0.9585475243630924
508,0.9584918615736046
509,0.9584960750172447
510,0.9585212741066794
511,0.9584932025603472
512,0.9584910863599252
513,0.9584709995156194
514,0.9584890707450927
515,0.9584903369724659
516,0.9584831173912456
517,0.9584928285779909
518,0.9584633507497836
519,0.9584429389702523
520,0.9584574810719553
521,0.9585046016385331
522,0.9585080861994846
523,0.9585042272635224
524,0.9585452376371932
525,0.9585165218874018
526,0.9584968017441463
527,0.9585248550765176
528,0.9584950981185869
529,0.9585357187520496
530,0.9585494654509383
531,0.9585504604844932
532,0.9585834192045366
533,0.9585853126401069
534,0.9585727726361677
535,0.9585877618744162
536,0.9586160812111766
537,0.9586218140314239
538,0.9586299614125466
539,0.9586314817379238
540,0.9586684835285326
541,0.9586574173125516
542,0.9586458868704504
543,0.9586338174422252
544,0.9586033018580727
545,0.9586022208091671
546,0.9586131006213064
547,0.9586006990870524
548,0.9585836388586417
549,0.9586424538115396
550,0.9586371374931696
551,0.9586483821319759
552,0.958600886473705
553,0.9586161134250423
554,0.9586457074712113
555,0.9586164102773334
556,0.9586094418914658
557,0.9585997691632203
558,0.958605377727374
559,0.9586648781379774
560,0.9586291056415653
561,0.9586166009540471
562,0.9586423202662914
563,0.9586466161306619
564,0.9586467024418694
565,0.9586222790706753
566,0.9586119036893381
567,0.958572244645432
568,0.9585783869311768
569,0.9586373262472151
570,0.9586108489793163
571,0.9585619877839512
572,0.9585888090236347
573,0.9586058625516382
574,0.9585938950745357
575,0.9585979843638833
576,0.9586173554766921
577,0.9586302811563467
578,0.9586962544838226
579,0.9586827935062628
580,0.9587270220922485
581,0.958711826037215
582,0.9587299130093708
583,0.9587380306610936
584,0.9587514689149059
585,0.9587450683559082
586,0.9587775265798764
587,0.958764764700452
588,0.9588201367160707
589,0.9587805546190343
590,0.9587505781661105
591,0.9587203461529977
592,0.9587238148557418
593,0.9586931698686006
594,0.958666543662128
595,0.9586680165265784
596,0.9586655214444718
597,0.9586308806824705
598,0.9586432206411003
599,0.9586420579026428
